sector,price,area,noOfOpenSides,price_per_sqft,Maintenance_Staff,Water_Storage,Vaastu_Compliant,Rain_Water_Harvesting,Rating,Metro,Park,School,College,Hospital,Shrine,Mall,Airport,latitude,longitude
sector 25,21.0,6133.2,2.0,0.0034239874779886,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 25,8.51,2700.76,2.0,0.0031509649135798,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 26,8.75,2700.76,2.0,0.0032398287889334,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 26,12.6,4519.2,1.0,0.0027881040892193,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 26,25.51,9199.8,2.0,0.0027728863670949,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 46,4.19,1839.96,1.0,0.0022772234179003,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 43,8.15,2700.76,1.0,0.0030176691005494,1.0,1.0,0.0,0.0,4.0,1,1,0,1,1,0,0,0,28.4629,77.0772
sector 25,8.0,2840.64,2.0,0.0028162667567872,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 43,6.7,2700.76,2.0,0.0024807831869547,1.0,1.0,0.0,0.0,4.0,1,1,0,1,1,0,0,0,28.4629,77.0772
sector 43,10.2,4497.68,2.0,0.0022678358620444,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,1,0,28.4629,77.0772
sector 43,8.25,2700.76,1.0,0.0030546957152801,1.0,1.0,0.0,0.0,4.0,1,1,0,1,1,0,0,0,28.4629,77.0772
sector 57,5.49,3077.36,1.0,0.0017839966724725,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 46,8.1,4519.2,1.0,0.0017923526287838,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 57,3.98,1839.96,1.0,0.0021630905019674,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 57,4.6,2367.2,1.0,0.0019432240621831,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 45,5.26,2367.2,1.0,0.0022220344711051,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,0,0,28.4466,77.066
sector 25,13.25,4497.68,1.0,0.0029459632521655,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 25,7.5,2700.76,1.0,0.0027769961048001,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 108,3.94,3540.04,2.0,0.0011129817742172,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 91,4.72,3152.68,3.0,0.0014971389421063,1.0,1.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,28.4014,76.9225
sector 43,6.25,2162.76,1.0,0.0028898259631211,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 26,5.25,1796.92,2.0,0.0029216659617567,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 25,7.1,2248.84,1.0,0.0031571832589246,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 33,2.84,1700.08,1.0,0.0016705096230765,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 45,6.5,3077.36,1.0,0.0021122000675904,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,0,0,28.4466,77.066
sector 82a,1.5,1076.0,4.0,0.0013940520446096,1.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0,1,1,28.3858,76.9686
sector 43,10.25,4519.2,2.0,0.0022681005487696,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 26,16.5,5842.68,2.0,0.0028240464992092,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 108,2.15,1936.8,1.0,0.0011100784799669,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 2,9.25,4680.599999999999,1.0,0.0019762423620903,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,1,0,28.5095,77.032
sector 33,2.69,1624.76,1.0,0.0016556291390728,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 33,2.67,1678.56,1.0,0.0015906491278238,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 33,2.18,204.44,2.0,0.0106632752885932,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 33,3.26,2517.84,2.0,0.0012947605884408,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 28,12.45,4519.2,2.0,0.0027549123738714,0.0,0.0,1.0,1.0,3.0,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 26,23.5,9199.8,2.0,0.0025544033565947,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 43,9.11,3766.0,2.0,0.0024190122145512,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 25,29.75,9791.6,3.0,0.0030383185587646,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 73,11.38,5509.12,1.0,0.0020656656598513,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.4072,77.0118
sector 102,2.32,1206712.48,2.0,1.922578939433857e-06,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,1,0,0,28.475,76.9715
sector 33,3.79,2248.84,1.0,0.0016853133170879,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 108,4.0,3636.88,2.0,0.0010998438221772,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 25,8.5,2700.76,1.0,0.0031472622521068,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 26,14.31,4519.2,2.0,0.0031664896441848,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 54,10.5,3238.76,2.0,0.0032419814990922,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4348,77.1089
sector 12,0.16,903.84,1.0,0.0001770224818551,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 95,1.22,1614.0,1.0,0.0007558859975216,1.0,1.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,28.4172,76.9081
sector 55,1.2,538.0,1.0,0.0022304832713754,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,1,0,28.4281,77.11
sector 73,11.6,5498.36,1.0,0.0021097199892331,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.4072,77.0118
sector 55,5.1,2851.4,1.0,0.0017885950761029,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4281,77.11
sector 47,2.0,903.84,1.0,0.0022127810231899,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 89,2.15,2162.76,2.0,0.0009941001313136,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,0,0,28.4253,76.9439
sector 73,10.76,4842.0,1.0,0.0022222222222222,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4072,77.0118
sector 42,4.99,1839.96,1.0,0.0027120154785973,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 56,8.6,4497.68,2.0,0.0019120969032923,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4245,77.0991
sector 112,1.7,1162.08,1.0,0.0014628941208866,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,1,0,28.5189,77.0183
sector 108,2.15,2259.6,2.0,0.0009514958399716,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,0,1,28.5134,76.983
sector 108,5.3,5272.4,1.0,0.0010052348076777,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.5134,76.983
sector 47,6.18,2474.8,1.0,0.0024971714886051,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 45,4.26,258.24,1.0,0.016496282527881,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,0,0,28.4466,77.066
sector 43,3.19,161.4,2.0,0.0197645600991325,0.0,0.0,1.0,1.0,3.0,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 42,3.19,1452.6,2.0,0.0021960622332369,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 110,1.64,107.6,1.0,0.0152416356877323,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,1,0,28.5145,77.0197
sector 82,3.31,2205.8,1.0,0.0015005893553359,1.0,1.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,28.3935,76.96
sector 83,2.64,2162.76,1.0,0.0012206624868223,0.0,0.0,1.0,1.0,3.0,0,0,1,0,0,0,0,0,28.3986,76.9647
sector 12,0.12,75.32,1.0,0.0015932023366967,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 43,19.75,7316.8,2.0,0.0026992674393177,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 43,20.0,7435.16,2.0,0.0026899219384653,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 67,4.79,3152.68,1.0,0.0015193422738749,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,0,0,0,28.3859,77.0608
sector 102,3.15,2022.88,1.0,0.0015571857945107,1.0,1.0,0.0,0.0,4.0,1,1,1,0,0,0,1,1,28.475,76.9715
sector 99,3.4,2248.84,1.0,0.0015118905746962,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,1,28.464,76.9614
sector 47,5.25,1796.92,2.0,0.0029216659617567,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 95,1.32,1398.8,2.0,0.000943665999428,0.0,0.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,28.4172,76.9081
sector 102,1.93,1237.4,1.0,0.0015597219977371,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,1,0,0,28.475,76.9715
sector 46,2.1,903.84,2.0,0.0023234200743494,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 46,3.77,1839.96,1.0,0.0020489575860344,1.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 57,4.6,2367.2,1.0,0.0019432240621831,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 57,5.3,3077.36,1.0,0.0017222554397275,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 46,5.13,3077.36,1.0,0.0016670132841136,0.0,0.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 54,16.5,4497.68,1.0,0.0036685580121306,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4348,77.1089
sector 57,4.5,301.28,2.0,0.0149362719065321,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 57,5.05,2517.84,2.0,0.0020056874146093,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 73,9.0,494.96,3.0,0.0181832875383869,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.4072,77.0118
sector 33,0.37,1796.92,2.0,0.0002059078868285,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.442,77.0207
sector 45,8.5,3238.76,1.0,0.0026244612135508,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,0,0,28.4466,77.066
sector 43,25.0,8704.84,2.0,0.0028719654812724,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 26,25.5,9199.8,2.0,0.0027717993869431,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 26,11.8,4519.2,1.0,0.0026110816073641,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 25,8.25,2700.76,1.0,0.0030546957152801,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 25,11.0,3615.36,1.0,0.0030425739068861,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 41,5.7,2162.76,1.0,0.0026355212783665,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 28,9.48,2840.64,1.0,0.0033372761067928,1.0,1.0,0.0,0.0,4.0,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 28,10.0,3238.76,1.0,0.0030876014277069,0.0,0.0,1.0,1.0,3.0,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 28,8.0,2431.76,1.0,0.003289798335362,1.0,1.0,0.0,0.0,4.0,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 41,8.5,3238.76,1.0,0.0026244612135508,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 24,9.25,3593.84,1.0,0.0025738485853571,1.0,1.0,0.0,0.0,4.0,1,1,0,0,0,1,0,0,28.4939,77.1038
sector 24,7.0,2840.64,1.0,0.0024642334121888,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4939,77.1038
sector 41,7.8,3238.76,1.0,0.0024083291136113,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 54,9.0,3238.76,1.0,0.0027788412849362,0.0,0.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4348,77.1089
sector 54,8.75,3238.76,1.0,0.0027016512492435,1.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4348,77.1089
sector 28,8.82,3238.76,1.0,0.0027232644592374,0.0,0.0,1.0,1.0,3.0,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 95,1.1,1409.56,2.0,0.0007803853684837,1.0,1.0,1.0,1.0,4.25,0,0,0,0,0,0,0,0,28.4172,76.9081
sector 108,2.2,1936.8,1.0,0.0011358942585708,1.0,1.0,0.0,1.0,4.375,0,0,1,1,1,0,0,1,28.5134,76.983
sector 48,3.72,2162.76,1.0,0.0017200244132497,1.0,1.0,1.0,1.0,4.25,1,1,1,0,0,0,1,0,28.4177,77.0359
sector 51,3.25,2367.2,2.0,0.0013729300439337,1.0,0.0,0.0,1.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 24,9.0,3550.8,1.0,0.0025346400811084,0.0,0.0,0.0,0.0,4.5,1,1,0,0,0,1,0,0,28.4939,77.1038
sector 112,1.69,1172.84,2.0,0.0014409467617066,0.0,1.0,0.0,0.0,4.0,1,1,1,1,1,1,1,0,28.5189,77.0183
sector 25,4.0,1355.76,1.0,0.0029503746975865,1.0,1.0,1.0,0.0,5.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 49,5.0,2248.84,2.0,0.0022233684922004,1.0,1.0,0.0,0.0,5.0,0,0,0,0,0,1,1,0,28.4121,77.048
sector 48,6.1,3238.76,2.0,0.0018834368709012,1.0,1.0,0.0,1.0,4.25,1,1,1,0,0,0,1,0,28.4177,77.0359
sector 28,5.1,1839.96,1.0,0.0027717993869431,1.0,1.0,1.0,1.0,4.5,1,1,0,0,0,1,1,0,28.4728,77.0865
sector 12,0.26,710.16,1.0,0.0003661146783823,1.0,0.0,1.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 51,1.85,968.4,2.0,0.0019103676166873,1.0,1.0,1.0,1.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 38,6.27,4443.88,2.0,0.0014109291880068,1.0,1.0,1.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
badshahpur,0.26,720.92,1.0,0.0003606502801975,1.0,1.0,0.0,0.0,4.25,0,0,0,0,0,1,1,0,77.0466318,28.3933996
sector 43,1.25,538.0,2.0,0.0023234200743494,1.0,1.0,1.0,1.0,4.25,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 52,3.8,2367.2,2.0,0.0016052720513687,1.0,1.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 95,1.6,1603.24,3.0,0.000997979092338,1.0,1.0,1.0,1.0,4.25,0,0,0,0,0,0,0,0,28.4172,76.9081
sector 78,1.2,118.36,2.0,0.0101385603244339,1.0,1.0,0.0,1.0,4.25,0,0,1,1,1,0,0,1,28.3733,76.9729
sector 95,0.95,1086.76,2.0,0.000874158047775,1.0,1.0,1.0,1.0,4.875,0,0,1,1,1,0,1,1,28.4172,76.9081
sector 57,4.87,2367.2,1.0,0.002057282865833,1.0,1.0,0.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 45,2.9,1452.6,1.0,0.0019964202120335,1.0,1.0,0.0,1.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 39,6.33,4519.2,1.0,0.0014006903876792,1.0,1.0,0.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4434,77.0515
sector 39,3.94,2367.2,1.0,0.0016644136532612,1.0,1.0,0.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4434,77.0515
sector 42,9.54,4519.2,2.0,0.0021109930961232,1.0,1.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 42,1.2,538.0,1.0,0.0022304832713754,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 42,1.6,720.92,1.0,0.002219386339677,1.0,1.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 43,7.05,2700.76,2.0,0.0026103763385121,0.0,0.0,0.0,1.0,4.0,1,1,0,0,0,1,1,0,28.4629,77.0772
sector 63a,11.0,2065.92,2.0,0.0053245043370508,0.0,0.0,0.0,0.0,4.25,0,0,0,0,0,0,0,0,28.3923,77.0888
sector 26,10.63,3615.36,1.0,0.0029402327845636,1.0,1.0,1.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 55,8.28,4519.2,1.0,0.0018321826872012,1.0,1.0,0.0,1.0,4.25,1,1,1,1,1,1,0,0,28.4281,77.11
sector 46,6.08,3421.68,1.0,0.0017769049122068,0.0,0.0,0.0,0.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 42,6.16,3077.36,2.0,0.0020017157563625,0.0,1.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 26,28.0,4519.2,1.0,0.0061957868649318,1.0,1.0,1.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 28,11.3,3238.76,1.0,0.0034889896133087,1.0,1.0,1.0,1.0,4.75,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 43,4.5,1936.8,1.0,0.0023234200743494,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 46,9.23,3077.36,1.0,0.0029993240959783,1.0,0.0,0.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 43,9.5,4519.2,3.0,0.0021021419720304,1.0,0.0,0.0,1.0,5.0,1,1,0,1,1,0,0,0,28.4629,77.0772
sector 24,5.25,2840.64,1.0,0.0018481750591416,1.0,0.0,1.0,1.0,4.5,1,1,0,0,0,1,0,0,28.4939,77.1038
sector 43,6.8,2700.76,1.0,0.0025178098016854,0.0,0.0,1.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 26,8.66,2840.64,1.0,0.0030486087642221,1.0,1.0,1.0,1.0,5.0,1,1,1,1,1,0,1,1,28.4757,77.1032
sector 52,1.6,96.84,1.0,0.0165220983064849,1.0,1.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 25,15.0,4519.2,1.0,0.0033191715347849,1.0,1.0,1.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 43,2.28,936.12,1.0,0.002435585181387,1.0,1.0,1.0,1.0,4.25,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 57,1.6,903.84,1.0,0.0017702248185519,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 49,7.35,5014.16,1.0,0.001465848716435,0.0,1.0,1.0,0.0,4.5,0,0,0,1,1,1,1,0,28.4121,77.048
sector 49,7.33,5014.16,1.0,0.0014618600124447,0.0,0.0,1.0,1.0,4.5,0,0,0,1,1,1,1,0,28.4121,77.048
sector 57,6.5,3077.36,1.0,0.0021122000675904,0.0,0.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 38,4.1,2367.2,1.0,0.0017320040554241,1.0,0.0,0.0,0.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 43,5.66,2367.2,1.0,0.0023910104765123,1.0,1.0,1.0,1.0,4.25,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 57,2.51,1452.6,1.0,0.0017279361145532,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 57,4.61,2367.2,1.0,0.0019474484623183,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 46,4.0,1839.96,1.0,0.0021739603034848,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 51,7.03,4519.2,1.0,0.0015555850593025,1.0,1.0,1.0,1.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 42,6.84,3238.76,1.0,0.0021119193765515,1.0,1.0,1.0,0.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 57,9.25,4497.68,2.0,0.0020566158552853,0.0,0.0,1.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 88a,1.89,1624.76,1.0,0.0011632487259656,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 9,2.1,1441.84,1.0,0.001456472285413,0.0,0.0,0.0,0.0,4.0,1,1,1,0,0,0,0,0,28.4603,77.0
sector 89,1.78,1646.28,1.0,0.001081225550939,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,0,0,28.4253,76.9439
sector 85,1.75,1076.0,3.0,0.0016263940520446,1.0,1.0,1.0,1.0,4.875,0,0,0,0,0,0,0,0,28.4042,76.9513
sector 25,6.0,1796.92,1.0,0.0033390468134363,0.0,0.0,0.0,0.0,5.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 55,8.75,4497.68,2.0,0.0019454474306753,1.0,1.0,1.0,1.0,4.25,1,1,0,0,0,1,1,0,28.4281,77.11
sector 55,7.75,4497.68,1.0,0.0017231105814553,1.0,0.0,1.0,1.0,4.25,1,1,0,0,0,1,1,0,28.4281,77.11
sector 99a,1.6,1452.6,2.0,0.0011014732204323,1.0,1.0,1.0,1.0,3.25,0,0,1,1,1,0,1,1,28.4561,76.9542
sector 102,3.89,2248.84,1.0,0.0017297806869319,1.0,1.0,1.0,1.0,4.125,1,1,1,1,1,0,1,1,28.475,76.9715
sector 99a,1.7,1452.6,2.0,0.0011703152967093,1.0,1.0,1.0,1.0,3.25,0,0,1,1,1,0,1,1,28.4561,76.9542
sector 95,1.46,1603.24,1.0,0.0009106559217584,1.0,0.0,0.0,1.0,4.25,0,0,1,1,1,0,1,1,28.4172,76.9081
sector 47,1.85,903.84,1.0,0.0020468224464506,1.0,1.0,0.0,0.0,4.875,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 17,0.18,1076.0,1.0,0.0001672862453531,0.0,0.0,0.0,0.0,3.5,1,1,1,1,1,0,1,1,28.4791,77.0608
sector 4,0.85,1129.8,2.0,0.0007523455478845,1.0,1.0,1.0,1.0,5.0,0,0,1,1,1,0,1,0,28.4738,77.0107
sector 57,5.55,2700.76,1.0,0.002054977117552,1.0,1.0,0.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 102,8.0,4454.64,4.0,0.0017958802507048,1.0,1.0,0.0,1.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 57,5.7,2700.76,1.0,0.002110517039648,1.0,0.0,1.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 33,3.59,2173.52,1.0,0.0016516986271117,1.0,0.0,0.0,1.0,3.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 42,8.38,4519.2,1.0,0.0018543104974331,1.0,1.0,0.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 88a,2.3,1796.92,2.0,0.0012799679451505,1.0,1.0,0.0,1.0,3.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 88a,2.13,1796.92,2.0,0.0011853616187698,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 12,0.3,903.84,1.0,0.0003319171534784,1.0,0.0,1.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 12,0.17,903.84,1.0,0.0001880863869711,1.0,0.0,1.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 46,2.67,1452.6,1.0,0.0018380834365964,0.0,0.0,1.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 46,4.05,1829.2,1.0,0.0022140826590859,0.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 45,3.8,204.44,1.0,0.0185873605947955,0.0,1.0,1.0,1.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 57,4.57,2367.2,1.0,0.0019305508617776,0.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 12,0.24,1345.0,1.0,0.00017843866171,1.0,0.0,1.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 12,0.17,903.84,1.0,0.0001880863869711,1.0,0.0,1.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 12,0.16,75.32,1.0,0.0021242697822623,1.0,0.0,1.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 12,0.15,903.84,2.0,0.0001659585767392,1.0,0.0,1.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 2,6.49,4680.599999999999,1.0,0.0013865743708071,0.0,0.0,1.0,0.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 33,3.64,2248.84,2.0,0.0016186122623219,1.0,1.0,1.0,1.0,3.0,1,1,1,0,0,0,1,1,28.442,77.0207
sector 12,0.07,451.92,1.0,0.0001548946716232,1.0,0.0,1.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 12,0.12,75.32,1.0,0.0015932023366967,1.0,0.0,1.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
